reviewStatus,compilerDecision,compilerNotes,queueRank,queueBucket,candidateId,lane,suggestedAction,priority,chapter,date,title,whyOpen,score,naid,sourceSeries,sourceNote,researchNote,catalogUrl,pdfUrl
,,,136,Restriction/MDR check,Scout 061,NARA Scout,Screen Scout lead,MDR / restriction candidate,Greece,1991-07-19,"Embassy Greeting, Athens, 7/19/91",Greece,46,415892575,Speech Backup Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Backup Chronological Files, Embassy Greeting, Athens, 7/19/91.",Catalog provenance: Catalog access Restricted - Possibly; NAID 415892575. Query hit(s): Greece. Digital object: 41-bpr-speech-backup-chron-13763-012_415892575.pdf. Catalog: https://catalog.archives.gov/id/415892575.,https://catalog.archives.gov/id/415892575,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_backup_chron_579003/41-bpr-speech-backup-chron-13763-012_415892575.pdf
,,,136,Restriction/MDR check,Scout 062,NARA Scout,Screen Scout lead,MDR / restriction candidate,Greece,1991-07-19,Greece 7/19/91 [OA 8325] [1],Greece,46,323153435,Speech Backup Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Backup Chronological Files, Greece 7/19/91 [OA 8325] [1].",Catalog provenance: Catalog access Restricted - Possibly; NAID 323153435. Query hit(s): Greece. Digital object: 41-bpr-speech-backup-chron-13764-001_323153435.pdf. Catalog: https://catalog.archives.gov/id/323153435.,https://catalog.archives.gov/id/323153435,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_backup_chron_579003/41-bpr-speech-backup-chron-13764-001_323153435.pdf
,,,136,Restriction/MDR check,Scout 063,NARA Scout,Screen Scout lead,MDR / restriction candidate,Greece,1991-07-19,Greece 7/19/91 [OA 8325] [2],Greece,46,323153436,Speech Backup Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Backup Chronological Files, Greece 7/19/91 [OA 8325] [2].",Catalog provenance: Catalog access Restricted - Possibly; NAID 323153436. Query hit(s): Greece. Digital object: 41-bpr-speech-backup-chron-13764-002_323153436.pdf. Catalog: https://catalog.archives.gov/id/323153436.,https://catalog.archives.gov/id/323153436,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_backup_chron_579003/41-bpr-speech-backup-chron-13764-002_323153436.pdf
,,,136,Restriction/MDR check,Scout 064,NARA Scout,Screen Scout lead,MDR / restriction candidate,Greece,1991-07-19,Greece 7/19/91 [OA 8325] [4],Greece,46,323153438,Speech Backup Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Backup Chronological Files, Greece 7/19/91 [OA 8325] [4].",Catalog provenance: Catalog access Restricted - Possibly; NAID 323153438. Query hit(s): Greece. Digital object: 41-bpr-speech-backup-chron-13764-004_323153438.pdf. Catalog: https://catalog.archives.gov/id/323153438.,https://catalog.archives.gov/id/323153438,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_backup_chron_579003/41-bpr-speech-backup-chron-13764-004_323153438.pdf
,,,136,Restriction/MDR check,Scout 065,NARA Scout,Screen Scout lead,MDR / restriction candidate,Greece,1991-07-19,Greece 7/19/91 [OA 8325] [5],Greece,46,323153439,Speech Backup Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Backup Chronological Files, Greece 7/19/91 [OA 8325] [5].",Catalog provenance: Catalog access Restricted - Possibly; NAID 323153439. Query hit(s): Greece. Digital object: 41-bpr-speech-backup-chron-13764-005_323153439.pdf. Catalog: https://catalog.archives.gov/id/323153439.,https://catalog.archives.gov/id/323153439,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_backup_chron_579003/41-bpr-speech-backup-chron-13764-005_323153439.pdf
,,,136,Restriction/MDR check,Scout 066,NARA Scout,Screen Scout lead,MDR / restriction candidate,Greece,1991-07-19,Greek Parliament 7/19/91 [OA 8325],Greece,46,323153440,Speech Backup Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Backup Chronological Files, Greek Parliament 7/19/91 [OA 8325].",Catalog provenance: Catalog access Restricted - Possibly; NAID 323153440. Query hit(s): Greece. Digital object: 41-bpr-speech-backup-chron-13764-006_323153440.pdf. Catalog: https://catalog.archives.gov/id/323153440.,https://catalog.archives.gov/id/323153440,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_backup_chron_579003/41-bpr-speech-backup-chron-13764-006_323153440.pdf
,,,136,Restriction/MDR check,Scout 067,NARA Scout,Screen Scout lead,MDR / restriction candidate,Greece,1991-07-19,Greek Reciprocal Reception 7/19/91 [OA 6035],Greece,46,323151542,Speech Draft Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Draft Files, Greek Reciprocal Reception 7/19/91 [OA 6035].",Catalog provenance: Catalog access Restricted - Possibly; NAID 323151542. Query hit(s): Greece. Digital object: 41-bpr-speech-draft-chron-13575-011_323151542.pdf. Catalog: https://catalog.archives.gov/id/323151542.,https://catalog.archives.gov/id/323151542,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_draft_chron_578973/41-bpr-speech-draft-chron-13575-011_323151542.pdf
,,,136,Restriction/MDR check,Scout 069,NARA Scout,Screen Scout lead,MDR / restriction candidate,Greece,1991-07-19,Wreath Laying - Greece 7/19/91 [OA 6035],Greece,46,323151541,Speech Draft Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Draft Files, Wreath Laying - Greece 7/19/91 [OA 6035].",Catalog provenance: Catalog access Restricted - Possibly; NAID 323151541. Query hit(s): Greece. Digital object: 41-bpr-speech-draft-chron-13575-010_323151541.pdf. Catalog: https://catalog.archives.gov/id/323151541.,https://catalog.archives.gov/id/323151541,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_draft_chron_578973/41-bpr-speech-draft-chron-13575-010_323151541.pdf
,,,136,Restriction/MDR check,Scout 072,NARA Scout,Screen Scout lead,MDR / restriction candidate,Greece,1991-07-20,Souda Bay Naval Station - Crete 7/20/91 [OA 8325] [1],Greece,46,323153446,Speech Backup Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Backup Chronological Files, Souda Bay Naval Station - Crete 7/20/91 [OA 8325] [1].",Catalog provenance: Catalog access Restricted - Possibly; NAID 323153446. Query hit(s): Greece. Digital object: 41-bpr-speech-backup-chron-13764-012_323153446.pdf. Catalog: https://catalog.archives.gov/id/323153446.,https://catalog.archives.gov/id/323153446,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_backup_chron_579003/41-bpr-speech-backup-chron-13764-012_323153446.pdf
,,,136,Restriction/MDR check,Scout 073,NARA Scout,Screen Scout lead,MDR / restriction candidate,Greece,1991-07-20,Souda Bay Naval Stationn - Crete 7/20/91 [OA 8325] [2],Greece,46,323153447,Speech Backup Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Backup Chronological Files, Souda Bay Naval Stationn - Crete 7/20/91 [OA 8325] [2].",Catalog provenance: Catalog access Restricted - Possibly; NAID 323153447. Query hit(s): Greece. Digital object: 41-bpr-speech-backup-chron-13765-001_323153447.pdf. Catalog: https://catalog.archives.gov/id/323153447.,https://catalog.archives.gov/id/323153447,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_backup_chron_579003/41-bpr-speech-backup-chron-13765-001_323153447.pdf
,,,136,Restriction/MDR check,Scout 078,NARA Scout,Screen Scout lead,MDR / restriction candidate,Greece,1991-07-20,U.S. Embassy Greeting - Greece 7/20/91 [OA 6035],Greece,46,323151545,Speech Draft Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Draft Files, U.S. Embassy Greeting - Greece 7/20/91 [OA 6035].",Catalog provenance: Catalog access Restricted - Possibly; NAID 323151545. Query hit(s): Greece. Digital object: 41-bpr-speech-draft-chron-13575-014_323151545.pdf. Catalog: https://catalog.archives.gov/id/323151545.,https://catalog.archives.gov/id/323151545,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_draft_chron_578973/41-bpr-speech-draft-chron-13575-014_323151545.pdf
,,,136,Restriction/MDR check,Scout 082,NARA Scout,Screen Scout lead,MDR / restriction candidate,Greece,1992-03-25,Greek Independence Day 3/25/92 [OA 6099],Greece,46,323151938,Speech Draft Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Draft Files, Greek Independence Day 3/25/92 [OA 6099].",Catalog provenance: Catalog access Restricted - Possibly; NAID 323151938. Query hit(s): Greece. Digital object: 41-bpr-speech-draft-chron-13613-007_323151938.pdf. Catalog: https://catalog.archives.gov/id/323151938.,https://catalog.archives.gov/id/323151938,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_draft_chron_578973/41-bpr-speech-draft-chron-13613-007_323151938.pdf
,,,136,Restriction/MDR check,Scout 083,NARA Scout,Screen Scout lead,MDR / restriction candidate,Greece,1992-03-25,Greek Independence Day 3/25/92 [OA 7570] [1],Greece,46,323153974,Speech Backup Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Backup Chronological Files, Greek Independence Day 3/25/92 [OA 7570] [1].",Catalog provenance: Catalog access Restricted - Possibly; NAID 323153974. Query hit(s): Greece. Digital object: 41-bpr-speech-backup-chron-13804-016_323153974.pdf. Catalog: https://catalog.archives.gov/id/323153974.,https://catalog.archives.gov/id/323153974,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_backup_chron_579003/41-bpr-speech-backup-chron-13804-016_323153974.pdf
,,,136,Restriction/MDR check,Scout 084,NARA Scout,Screen Scout lead,MDR / restriction candidate,Greece,1992-03-25,Greek Independence Day 3/25/92 [OA 7570] [2],Greece,46,323153975,Speech Backup Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Backup Chronological Files, Greek Independence Day 3/25/92 [OA 7570] [2].",Catalog provenance: Catalog access Restricted - Possibly; NAID 323153975. Query hit(s): Greece. Digital object: 41-bpr-speech-backup-chron-13805-001_323153975.pdf. Catalog: https://catalog.archives.gov/id/323153975.,https://catalog.archives.gov/id/323153975,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_backup_chron_579003/41-bpr-speech-backup-chron-13805-001_323153975.pdf
,,,136,Restriction/MDR check,Scout 048,NARA Scout,Screen Scout lead,MDR / restriction candidate,Turkey,1990-11-14,[Thanksgiving] Turkey Presentation 11/14/90 [OA 8318],Turkey,46,323153111,Speech Backup Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Backup Chronological Files, [Thanksgiving] Turkey Presentation 11/14/90 [OA 8318].",Catalog provenance: Catalog access Restricted - Possibly; NAID 323153111. Query hit(s): Turkey. Digital object: 41-bpr-speech-backup-chron-13737-003_323153111.pdf. Catalog: https://catalog.archives.gov/id/323153111.,https://catalog.archives.gov/id/323153111,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_backup_chron_579003/41-bpr-speech-backup-chron-13737-003_323153111.pdf
,,,136,Restriction/MDR check,Scout 052,NARA Scout,Screen Scout lead,MDR / restriction candidate,Turkey,1991-07-10,Turkey 7/10/91 [OA 8326] [1],Turkey,46,323153429,Speech Backup Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Backup Chronological Files, Turkey 7/10/91 [OA 8326] [1].",Catalog provenance: Catalog access Restricted - Possibly; NAID 323153429. Query hit(s): Turkey. Digital object: 41-bpr-speech-backup-chron-13763-006_323153429.pdf. Catalog: https://catalog.archives.gov/id/323153429.,https://catalog.archives.gov/id/323153429,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_backup_chron_579003/41-bpr-speech-backup-chron-13763-006_323153429.pdf
,,,136,Restriction/MDR check,Scout 053,NARA Scout,Screen Scout lead,MDR / restriction candidate,Turkey,1991-07-10,Turkey 7/10/91 [OA 8326] [3],Turkey,46,323153431,Speech Backup Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Backup Chronological Files, Turkey 7/10/91 [OA 8326] [3].",Catalog provenance: Catalog access Restricted - Possibly; NAID 323153431. Query hit(s): Turkey. Digital object: 41-bpr-speech-backup-chron-13763-008_323153431.pdf. Catalog: https://catalog.archives.gov/id/323153431.,https://catalog.archives.gov/id/323153431,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_backup_chron_579003/41-bpr-speech-backup-chron-13763-008_323153431.pdf
,,,136,Restriction/MDR check,Scout 054,NARA Scout,Screen Scout lead,MDR / restriction candidate,Turkey,1991-07-10,Turkey 7/10/91 [OA 8326] [4],Turkey,46,323153432,Speech Backup Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Backup Chronological Files, Turkey 7/10/91 [OA 8326] [4].",Catalog provenance: Catalog access Restricted - Possibly; NAID 323153432. Query hit(s): Turkey. Digital object: 41-bpr-speech-backup-chron-13763-009_323153432.pdf. Catalog: https://catalog.archives.gov/id/323153432.,https://catalog.archives.gov/id/323153432,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_backup_chron_579003/41-bpr-speech-backup-chron-13763-009_323153432.pdf
,,,136,Restriction/MDR check,Scout 068,NARA Scout,Screen Scout lead,MDR / restriction candidate,Turkey,1991-07-19,Turkey 7/19/91 [OA 8325] [1],Turkey,46,323153441,Speech Backup Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Backup Chronological Files, Turkey 7/19/91 [OA 8325] [1].",Catalog provenance: Catalog access Restricted - Possibly; NAID 323153441. Query hit(s): Turkey. Digital object: 41-bpr-speech-backup-chron-13764-007_323153441.pdf. Catalog: https://catalog.archives.gov/id/323153441.,https://catalog.archives.gov/id/323153441,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_backup_chron_579003/41-bpr-speech-backup-chron-13764-007_323153441.pdf
,,,136,Restriction/MDR check,Scout 070,NARA Scout,Screen Scout lead,MDR / restriction candidate,Turkey,1991-07-20,Embassy Greeting - Turkey 7/20/91 [OA 6035],Turkey,46,323151548,Speech Draft Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Draft Files, Embassy Greeting - Turkey 7/20/91 [OA 6035].",Catalog provenance: Catalog access Restricted - Possibly; NAID 323151548. Query hit(s): Turkey. Digital object: 41-bpr-speech-draft-chron-13576-003_323151548.pdf. Catalog: https://catalog.archives.gov/id/323151548.,https://catalog.archives.gov/id/323151548,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_draft_chron_578973/41-bpr-speech-draft-chron-13576-003_323151548.pdf
,,,136,Restriction/MDR check,Scout 071,NARA Scout,Screen Scout lead,MDR / restriction candidate,Turkey,1991-07-20,"Embassy Greeting, Ankara 7/20/91 [OA 8325]",Turkey,46,323153445,Speech Backup Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Speechwriting, Speech Backup Chronological Files, Embassy Greeting, Ankara 7/20/91 [OA 8325].",Catalog provenance: Catalog access Restricted - Possibly; NAID 323153445. Query hit(s): Turkey. Digital object: 41-bpr-speech-backup-chron-13764-011_323153445.pdf. Catalog: https://catalog.archives.gov/id/323153445.,https://catalog.archives.gov/id/323153445,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_backup_chron_579003/41-bpr-speech-backup-chron-13764-011_323153445.pdf
