reviewStatus,compilerDecision,compilerNotes,compilerNumber,recordId,chapter,date,type,title,selectedNaid,selectedCatalogUrl,selectedPdfUrl,scheduleNaids,matchRank,matchScore,matchStatus,matchReasons,candidateId,lane,candidateDate,candidateTitle,candidateNaid,candidatePriority,sourceSeries,candidateCatalogUrl,candidatePdfUrl
,,,3.014,conversation-428080911,Turkey,1990-08-08,Telcon,"Telephone Call from President Turgut Ozal of Turkey, August 8, 1990",428080911,https://catalog.archives.gov/id/428080911,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-08--Ozal.pdf,415890728; 415890729,5,69,Review likely source/context packet,same month: 1990-08; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 067,Central Chronological Files,1990-08-01,August 1990 [4],470761710,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761710,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30509-001.pdf
,,,3.015,conversation-428080953,Turkey,1990-08-14,Telcon,"Telephone Call from President Turgut Ozal of Turkey, August 14, 1990",428080953,https://catalog.archives.gov/id/428080953,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-14--Ozal.pdf,415890740; 415890741,1,117,Review likely source/context packet,"chapter match: Turkey; same month: 1990-08; date signal: August 14, 1990; person signal: ozal; document-type signal: telephone conversation; country signal: turkey; high-value packet",RS 002-029,Requested source pool: Presidential Daily File,1990-08-14 to 1990-08-14,"Tuesday, August 14, 1990",470416813,High-value EastMed lead,Presidential Daily Files,https://catalog.archives.gov/id/470416813,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1990/41-bpr-ootp-daily_files-90557-001.pdf
,,,3.015,conversation-428080953,Turkey,1990-08-14,Telcon,"Telephone Call from President Turgut Ozal of Turkey, August 14, 1990",428080953,https://catalog.archives.gov/id/428080953,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-14--Ozal.pdf,415890740; 415890741,2,77,Review likely source/context packet,same month: 1990-08; person signal: ozal; document-type signal: telcon; country signal: turkey; open-first packet,CC 055,Central Chronological Files,1990-08-01,August 1990 [7],470761713,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761713,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30509-004.pdf
,,,3.015,conversation-428080953,Turkey,1990-08-14,Telcon,"Telephone Call from President Turgut Ozal of Turkey, August 14, 1990",428080953,https://catalog.archives.gov/id/428080953,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-14--Ozal.pdf,415890740; 415890741,3,77,Review likely source/context packet,same month: 1990-08; person signal: ozal; document-type signal: telcon; country signal: turkey; open-first packet,CC 057,Central Chronological Files,1990-08-01,August 1990 [5],470761711,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761711,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30509-002.pdf
,,,3.015,conversation-428080953,Turkey,1990-08-14,Telcon,"Telephone Call from President Turgut Ozal of Turkey, August 14, 1990",428080953,https://catalog.archives.gov/id/428080953,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-14--Ozal.pdf,415890740; 415890741,4,69,Review likely source/context packet,same month: 1990-08; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 041,Central Chronological Files,1990-08-01,August 1990 [2],470761708,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761708,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30508-006.pdf
,,,3.015,conversation-428080953,Turkey,1990-08-14,Telcon,"Telephone Call from President Turgut Ozal of Turkey, August 14, 1990",428080953,https://catalog.archives.gov/id/428080953,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-14--Ozal.pdf,415890740; 415890741,5,69,Review likely source/context packet,same month: 1990-08; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 067,Central Chronological Files,1990-08-01,August 1990 [4],470761710,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761710,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30509-001.pdf
,,,3.016,conversation-428080933,Turkey,1990-08-16,No Telcon,"Telephone Call with Turgut Ozal, August 16, 1990",428080933,https://catalog.archives.gov/id/428080933,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-16--Ozal.pdf,415890744; 415890745,1,87,Review likely source/context packet,chapter match: Turkey; same month: 1990-08; person signal: ozal; document-type signal: telephone conversation; country signal: turkey; high-value packet,RS 002-029,Requested source pool: Presidential Daily File,1990-08-14 to 1990-08-14,"Tuesday, August 14, 1990",470416813,High-value EastMed lead,Presidential Daily Files,https://catalog.archives.gov/id/470416813,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1990/41-bpr-ootp-daily_files-90557-001.pdf
,,,3.016,conversation-428080933,Turkey,1990-08-16,No Telcon,"Telephone Call with Turgut Ozal, August 16, 1990",428080933,https://catalog.archives.gov/id/428080933,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-16--Ozal.pdf,415890744; 415890745,2,77,Review likely source/context packet,same month: 1990-08; person signal: ozal; document-type signal: telcon; country signal: turkey; open-first packet,CC 055,Central Chronological Files,1990-08-01,August 1990 [7],470761713,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761713,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30509-004.pdf
,,,3.016,conversation-428080933,Turkey,1990-08-16,No Telcon,"Telephone Call with Turgut Ozal, August 16, 1990",428080933,https://catalog.archives.gov/id/428080933,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-16--Ozal.pdf,415890744; 415890745,3,77,Review likely source/context packet,same month: 1990-08; person signal: ozal; document-type signal: telcon; country signal: turkey; open-first packet,CC 057,Central Chronological Files,1990-08-01,August 1990 [5],470761711,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761711,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30509-002.pdf
,,,3.016,conversation-428080933,Turkey,1990-08-16,No Telcon,"Telephone Call with Turgut Ozal, August 16, 1990",428080933,https://catalog.archives.gov/id/428080933,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-16--Ozal.pdf,415890744; 415890745,4,69,Review likely source/context packet,same month: 1990-08; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 041,Central Chronological Files,1990-08-01,August 1990 [2],470761708,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761708,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30508-006.pdf
,,,3.016,conversation-428080933,Turkey,1990-08-16,No Telcon,"Telephone Call with Turgut Ozal, August 16, 1990",428080933,https://catalog.archives.gov/id/428080933,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-16--Ozal.pdf,415890744; 415890745,5,69,Review likely source/context packet,same month: 1990-08; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 067,Central Chronological Files,1990-08-01,August 1990 [4],470761710,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761710,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30509-001.pdf
,,,3.017,conversation-428080959,Turkey,1990-08-20,Telcon,"Telephone Conversation with President Turgut Ozal of Turkey, August 20, 1990",428080959,https://catalog.archives.gov/id/428080959,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-20--Ozal.pdf,415890752; 415890753,1,87,Review likely source/context packet,chapter match: Turkey; same month: 1990-08; person signal: ozal; document-type signal: telephone conversation; country signal: turkey; high-value packet,RS 002-029,Requested source pool: Presidential Daily File,1990-08-14 to 1990-08-14,"Tuesday, August 14, 1990",470416813,High-value EastMed lead,Presidential Daily Files,https://catalog.archives.gov/id/470416813,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1990/41-bpr-ootp-daily_files-90557-001.pdf
,,,3.017,conversation-428080959,Turkey,1990-08-20,Telcon,"Telephone Conversation with President Turgut Ozal of Turkey, August 20, 1990",428080959,https://catalog.archives.gov/id/428080959,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-20--Ozal.pdf,415890752; 415890753,2,77,Review likely source/context packet,same month: 1990-08; person signal: ozal; document-type signal: telcon; country signal: turkey; open-first packet,CC 055,Central Chronological Files,1990-08-01,August 1990 [7],470761713,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761713,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30509-004.pdf
,,,3.017,conversation-428080959,Turkey,1990-08-20,Telcon,"Telephone Conversation with President Turgut Ozal of Turkey, August 20, 1990",428080959,https://catalog.archives.gov/id/428080959,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-20--Ozal.pdf,415890752; 415890753,3,77,Review likely source/context packet,same month: 1990-08; person signal: ozal; document-type signal: telcon; country signal: turkey; open-first packet,CC 057,Central Chronological Files,1990-08-01,August 1990 [5],470761711,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761711,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30509-002.pdf
,,,3.017,conversation-428080959,Turkey,1990-08-20,Telcon,"Telephone Conversation with President Turgut Ozal of Turkey, August 20, 1990",428080959,https://catalog.archives.gov/id/428080959,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-20--Ozal.pdf,415890752; 415890753,4,69,Review likely source/context packet,same month: 1990-08; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 041,Central Chronological Files,1990-08-01,August 1990 [2],470761708,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761708,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30508-006.pdf
,,,3.017,conversation-428080959,Turkey,1990-08-20,Telcon,"Telephone Conversation with President Turgut Ozal of Turkey, August 20, 1990",428080959,https://catalog.archives.gov/id/428080959,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-20--Ozal.pdf,415890752; 415890753,5,69,Review likely source/context packet,same month: 1990-08; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 067,Central Chronological Files,1990-08-01,August 1990 [4],470761710,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761710,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30509-001.pdf
,,,3.018,conversation-428080999,Turkey,1990-08-30,Telcon,"Telephone Conversation with President Turgut Ozal of Turkey, August 30, 1990",428080999,https://catalog.archives.gov/id/428080999,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-30--Ozal.pdf,415890772; 415890773,1,91,Review likely source/context packet,chapter match: Turkey; date-range signal: 8/22/90-10/5/90; person signal: ozal; document-type signal: telcon; country signal: turkey; high-value packet,RS 001-005,Requested source pool: Scowcroft Papers,,Presidential Telephone Calls--Memorandum of Conversations 8/22/90-10/5/90,366551694,High-value EastMed lead,Presidential Correspondence Files,https://catalog.archives.gov/id/366551694,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91112-002.pdf
,,,3.018,conversation-428080999,Turkey,1990-08-30,Telcon,"Telephone Conversation with President Turgut Ozal of Turkey, August 30, 1990",428080999,https://catalog.archives.gov/id/428080999,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-30--Ozal.pdf,415890772; 415890773,2,87,Review likely source/context packet,chapter match: Turkey; same month: 1990-08; person signal: ozal; document-type signal: telephone conversation; country signal: turkey; high-value packet,RS 002-029,Requested source pool: Presidential Daily File,1990-08-14 to 1990-08-14,"Tuesday, August 14, 1990",470416813,High-value EastMed lead,Presidential Daily Files,https://catalog.archives.gov/id/470416813,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1990/41-bpr-ootp-daily_files-90557-001.pdf
,,,3.018,conversation-428080999,Turkey,1990-08-30,Telcon,"Telephone Conversation with President Turgut Ozal of Turkey, August 30, 1990",428080999,https://catalog.archives.gov/id/428080999,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-30--Ozal.pdf,415890772; 415890773,3,77,Review likely source/context packet,same month: 1990-08; person signal: ozal; document-type signal: telcon; country signal: turkey; open-first packet,CC 055,Central Chronological Files,1990-08-01,August 1990 [7],470761713,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761713,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30509-004.pdf
,,,3.018,conversation-428080999,Turkey,1990-08-30,Telcon,"Telephone Conversation with President Turgut Ozal of Turkey, August 30, 1990",428080999,https://catalog.archives.gov/id/428080999,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-30--Ozal.pdf,415890772; 415890773,4,77,Review likely source/context packet,same month: 1990-08; person signal: ozal; document-type signal: telcon; country signal: turkey; open-first packet,CC 057,Central Chronological Files,1990-08-01,August 1990 [5],470761711,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761711,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30509-002.pdf
